NAME,CODE,MS_FB,MS_FB_PARE,WIKIDATA
Gosforth Ward,E05011447,country:gb/country:eng/mtd:e08000021/mtw:e05011447,country:gb/country:eng/mtd:e08000021,Q56653963
Heaton Ward,E05011448,country:gb/country:eng/mtd:e08000021/mtw:e05011448,country:gb/country:eng/mtd:e08000021,Q56653964
Kenton Ward,E05011449,country:gb/country:eng/mtd:e08000021/mtw:e05011449,country:gb/country:eng/mtd:e08000021,Q56653965
Kingston Park South & Newbiggin Hall Ward,E05011450,country:gb/country:eng/mtd:e08000021/mtw:e05011450,country:gb/country:eng/mtd:e08000021,Q56653967
Lemington Ward,E05011451,country:gb/country:eng/mtd:e08000021/mtw:e05011451,country:gb/country:eng/mtd:e08000021,Q56653968
Manor Park Ward,E05011452,country:gb/country:eng/mtd:e08000021/mtw:e05011452,country:gb/country:eng/mtd:e08000021,Q56653969
Monument Ward,E05011453,country:gb/country:eng/mtd:e08000021/mtw:e05011453,country:gb/country:eng/mtd:e08000021,Q55641134
North Jesmond Ward,E05011454,country:gb/country:eng/mtd:e08000021/mtw:e05011454,country:gb/country:eng/mtd:e08000021,Q56653970
Ouseburn Ward,E05011455,country:gb/country:eng/mtd:e08000021/mtw:e05011455,country:gb/country:eng/mtd:e08000021,Q56653971
Parklands Ward,E05011456,country:gb/country:eng/mtd:e08000021/mtw:e05011456,country:gb/country:eng/mtd:e08000021,Q7138581
South Jesmond Ward,E05011457,country:gb/country:eng/mtd:e08000021/mtw:e05011457,country:gb/country:eng/mtd:e08000021,Q56653972
Walker Ward,E05011458,country:gb/country:eng/mtd:e08000021/mtw:e05011458,country:gb/country:eng/mtd:e08000021,Q56653973
Walkergate Ward,E05011459,country:gb/country:eng/mtd:e08000021/mtw:e05011459,country:gb/country:eng/mtd:e08000021,Q56653974
West Fenham Ward,E05011460,country:gb/country:eng/mtd:e08000021/mtw:e05011460,country:gb/country:eng/mtd:e08000021,Q56653975
Wingrove Ward,E05011461,country:gb/country:eng/mtd:e08000021/mtw:e05011461,country:gb/country:eng/mtd:e08000021,Q8025250
Barnes Ward,E05001153,country:gb/country:eng/mtd:e08000024/mtw:e05001153,country:gb/country:eng/mtd:e08000024,Q56653921
Castle Ward,E05001154,country:gb/country:eng/mtd:e08000024/mtw:e05001154,country:gb/country:eng/mtd:e08000024,Q56653922
Copt Hill Ward,E05001155,country:gb/country:eng/mtd:e08000024/mtw:e05001155,country:gb/country:eng/mtd:e08000024,Q56653923
Doxford Ward,E05001156,country:gb/country:eng/mtd:e08000024/mtw:e05001156,country:gb/country:eng/mtd:e08000024,Q56653924
Fulwell Ward,E05001157,country:gb/country:eng/mtd:e08000024/mtw:e05001157,country:gb/country:eng/mtd:e08000024,Q56653925
Hendon Ward,E05001158,country:gb/country:eng/mtd:e08000024/mtw:e05001158,country:gb/country:eng/mtd:e08000024,Q56653926
Hetton Ward,E05001159,country:gb/country:eng/mtd:e08000024/mtw:e05001159,country:gb/country:eng/mtd:e08000024,Q56653927
Houghton Ward,E05001160,country:gb/country:eng/mtd:e08000024/mtw:e05001160,country:gb/country:eng/mtd:e08000024,Q56653928
Millfield Ward,E05001161,country:gb/country:eng/mtd:e08000024/mtw:e05001161,country:gb/country:eng/mtd:e08000024,Q56653929
Pallion Ward,E05001162,country:gb/country:eng/mtd:e08000024/mtw:e05001162,country:gb/country:eng/mtd:e08000024,Q56653930
Redhill Ward,E05001163,country:gb/country:eng/mtd:e08000024/mtw:e05001163,country:gb/country:eng/mtd:e08000024,Q56653931
Ryhope Ward,E05001164,country:gb/country:eng/mtd:e08000024/mtw:e05001164,country:gb/country:eng/mtd:e08000024,Q56653932
St. Anne's Ward,E05001165,country:gb/country:eng/mtd:e08000024/mtw:e05001165,country:gb/country:eng/mtd:e08000024,Q56653935
St. Chad's Ward,E05001166,country:gb/country:eng/mtd:e08000024/mtw:e05001166,country:gb/country:eng/mtd:e08000024,Q56653936
St. Michael's Ward,E05001167,country:gb/country:eng/mtd:e08000024/mtw:e05001167,country:gb/country:eng/mtd:e08000024,Q56653937
St. Peter's Ward,E05001168,country:gb/country:eng/mtd:e08000024/mtw:e05001168,country:gb/country:eng/mtd:e08000024,Q56653938
Sandhill Ward,E05001169,country:gb/country:eng/mtd:e08000024/mtw:e05001169,country:gb/country:eng/mtd:e08000024,Q28062027
Shiney Row Ward,E05001170,country:gb/country:eng/mtd:e08000024/mtw:e05001170,country:gb/country:eng/mtd:e08000024,Q56653933
Silksworth Ward,E05001171,country:gb/country:eng/mtd:e08000024/mtw:e05001171,country:gb/country:eng/mtd:e08000024,Q56653934
Southwick Ward,E05001172,country:gb/country:eng/mtd:e08000024/mtw:e05001172,country:gb/country:eng/mtd:e08000024,Q7571464
Washington Central Ward,E05001173,country:gb/country:eng/mtd:e08000024/mtw:e05001173,country:gb/country:eng/mtd:e08000024,Q56653939
Washington East Ward,E05001174,country:gb/country:eng/mtd:e08000024/mtw:e05001174,country:gb/country:eng/mtd:e08000024,Q56653940
Washington North Ward,E05001175,country:gb/country:eng/mtd:e08000024/mtw:e05001175,country:gb/country:eng/mtd:e08000024,Q56653941
Washington South Ward,E05001176,country:gb/country:eng/mtd:e08000024/mtw:e05001176,country:gb/country:eng/mtd:e08000024,Q56653942
Washington West Ward,E05001177,country:gb/country:eng/mtd:e08000024/mtw:e05001177,country:gb/country:eng/mtd:e08000024,Q56653943
Acocks Green Ward,E05011118,country:gb/country:eng/mtd:e08000025/mtw:e05011118,country:gb/country:eng/mtd:e08000025,Q4674450
Allens Cross Ward,E05011119,country:gb/country:eng/mtd:e08000025/mtw:e05011119,country:gb/country:eng/mtd:e08000025,Q56662639
Alum Rock Ward,E05011120,country:gb/country:eng/mtd:e08000025/mtw:e05011120,country:gb/country:eng/mtd:e08000025,Q56662641
Aston Ward,E05011121,country:gb/country:eng/mtd:e08000025/mtw:e05011121,country:gb/country:eng/mtd:e08000025,Q4810941
Balsall Heath West Ward,E05011122,country:gb/country:eng/mtd:e08000025/mtw:e05011122,country:gb/country:eng/mtd:e08000025,Q56662643
Bartley Green Ward,E05011123,country:gb/country:eng/mtd:e08000025/mtw:e05011123,country:gb/country:eng/mtd:e08000025,Q56662645
Billesley Ward,E05011124,country:gb/country:eng/mtd:e08000025/mtw:e05011124,country:gb/country:eng/mtd:e08000025,Q4911799
Birchfield Ward,E05011125,country:gb/country:eng/mtd:e08000025/mtw:e05011125,country:gb/country:eng/mtd:e08000025,Q56662646
Bordesley & Highgate Ward,E05011126,country:gb/country:eng/mtd:e08000025/mtw:e05011126,country:gb/country:eng/mtd:e08000025,Q56662648
Bordesley Green Ward,E05011127,country:gb/country:eng/mtd:e08000025/mtw:e05011127,country:gb/country:eng/mtd:e08000025,Q56662649
Bournbrook & Selly Park Ward,E05011128,country:gb/country:eng/mtd:e08000025/mtw:e05011128,country:gb/country:eng/mtd:e08000025,Q56662651
Bournville & Cotteridge Ward,E05011129,country:gb/country:eng/mtd:e08000025/mtw:e05011129,country:gb/country:eng/mtd:e08000025,Q56662653
Brandwood & King's Heath Ward,E05011130,country:gb/country:eng/mtd:e08000025/mtw:e05011130,country:gb/country:eng/mtd:e08000025,Q56661291
Bromford & Hodge Hill Ward,E05011131,country:gb/country:eng/mtd:e08000025/mtw:e05011131,country:gb/country:eng/mtd:e08000025,Q56661297
Castle Vale Ward,E05011132,country:gb/country:eng/mtd:e08000025/mtw:e05011132,country:gb/country:eng/mtd:e08000025,Q56662661
Druids Heath & Monyhull Ward,E05011133,country:gb/country:eng/mtd:e08000025/mtw:e05011133,country:gb/country:eng/mtd:e08000025,Q56662667
Edgbaston Ward,E05011134,country:gb/country:eng/mtd:e08000025/mtw:e05011134,country:gb/country:eng/mtd:e08000025,Q5337615
Erdington Ward,E05011135,country:gb/country:eng/mtd:e08000025/mtw:e05011135,country:gb/country:eng/mtd:e08000025,Q56662669
Frankley Great Park Ward,E05011136,country:gb/country:eng/mtd:e08000025/mtw:e05011136,country:gb/country:eng/mtd:e08000025,Q56662671
Garretts Green Ward,E05011137,country:gb/country:eng/mtd:e08000025/mtw:e05011137,country:gb/country:eng/mtd:e08000025,Q56662673
Glebe Farm & Tile Cross Ward,E05011138,country:gb/country:eng/mtd:e08000025/mtw:e05011138,country:gb/country:eng/mtd:e08000025,Q56662675
Gravelly Hill Ward,E05011139,country:gb/country:eng/mtd:e08000025/mtw:e05011139,country:gb/country:eng/mtd:e08000025,Q56662676
Hall Green North Ward,E05011140,country:gb/country:eng/mtd:e08000025/mtw:e05011140,country:gb/country:eng/mtd:e08000025,Q56662678
Hall Green South Ward,E05011141,country:gb/country:eng/mtd:e08000025/mtw:e05011141,country:gb/country:eng/mtd:e08000025,Q56662680
Handsworth Ward,E05011142,country:gb/country:eng/mtd:e08000025/mtw:e05011142,country:gb/country:eng/mtd:e08000025,Q56662687
Handsworth Wood Ward,E05011143,country:gb/country:eng/mtd:e08000025/mtw:e05011143,country:gb/country:eng/mtd:e08000025,Q56662693
Harborne Ward,E05011144,country:gb/country:eng/mtd:e08000025/mtw:e05011144,country:gb/country:eng/mtd:e08000025,Q30597421
Heartlands Ward,E05011145,country:gb/country:eng/mtd:e08000025/mtw:e05011145,country:gb/country:eng/mtd:e08000025,Q56662695
Highter's Heath Ward,E05011146,country:gb/country:eng/mtd:e08000025/mtw:e05011146,country:gb/country:eng/mtd:e08000025,Q15223966
Holyhead Ward,E05011147,country:gb/country:eng/mtd:e08000025/mtw:e05011147,country:gb/country:eng/mtd:e08000025,Q56662698
King's Norton North Ward,E05011148,country:gb/country:eng/mtd:e08000025/mtw:e05011148,country:gb/country:eng/mtd:e08000025,Q56662700
King's Norton South Ward,E05011149,country:gb/country:eng/mtd:e08000025/mtw:e05011149,country:gb/country:eng/mtd:e08000025,Q56662701
Kingstanding Ward,E05011150,country:gb/country:eng/mtd:e08000025/mtw:e05011150,country:gb/country:eng/mtd:e08000025,Q56662703
Ladywood Ward,E05011151,country:gb/country:eng/mtd:e08000025/mtw:e05011151,country:gb/country:eng/mtd:e08000025,Q56662706
Longbridge & West Heath Ward,E05011152,country:gb/country:eng/mtd:e08000025/mtw:e05011152,country:gb/country:eng/mtd:e08000025,Q56662708
Lozells Ward,E05011153,country:gb/country:eng/mtd:e08000025/mtw:e05011153,country:gb/country:eng/mtd:e08000025,Q6694653
Moseley Ward,E05011154,country:gb/country:eng/mtd:e08000025/mtw:e05011154,country:gb/country:eng/mtd:e08000025,Q56662715
Nechells Ward,E05011155,country:gb/country:eng/mtd:e08000025/mtw:e05011155,country:gb/country:eng/mtd:e08000025,Q56661519
Newtown Ward,E05011156,country:gb/country:eng/mtd:e08000025/mtw:e05011156,country:gb/country:eng/mtd:e08000025,Q56662720
North Edgbaston Ward,E05011157,country:gb/country:eng/mtd:e08000025/mtw:e05011157,country:gb/country:eng/mtd:e08000025,Q56662722
Northfield Ward,E05011158,country:gb/country:eng/mtd:e08000025/mtw:e05011158,country:gb/country:eng/mtd:e08000025,Q56662723
Oscott Ward,E05011159,country:gb/country:eng/mtd:e08000025/mtw:e05011159,country:gb/country:eng/mtd:e08000025,Q7106431
Perry Barr Ward,E05011160,country:gb/country:eng/mtd:e08000025/mtw:e05011160,country:gb/country:eng/mtd:e08000025,Q56662725
Perry Common Ward,E05011161,country:gb/country:eng/mtd:e08000025/mtw:e05011161,country:gb/country:eng/mtd:e08000025,Q56662727
Pype Hayes Ward,E05011162,country:gb/country:eng/mtd:e08000025/mtw:e05011162,country:gb/country:eng/mtd:e08000025,Q56662729
Quinton Ward,E05011163,country:gb/country:eng/mtd:e08000025/mtw:e05011163,country:gb/country:eng/mtd:e08000025,Q56662730
Rubery & Rednal Ward,E05011164,country:gb/country:eng/mtd:e08000025/mtw:e05011164,country:gb/country:eng/mtd:e08000025,Q56662732
Shard End Ward,E05011165,country:gb/country:eng/mtd:e08000025/mtw:e05011165,country:gb/country:eng/mtd:e08000025,Q7489455
Sheldon Ward,E05011166,country:gb/country:eng/mtd:e08000025/mtw:e05011166,country:gb/country:eng/mtd:e08000025,Q56662738
Small Heath Ward,E05011167,country:gb/country:eng/mtd:e08000025/mtw:e05011167,country:gb/country:eng/mtd:e08000025,Q56662743
Soho & Jewellery Quarter Ward,E05011168,country:gb/country:eng/mtd:e08000025/mtw:e05011168,country:gb/country:eng/mtd:e08000025,Q56662745
South Yardley Ward,E05011169,country:gb/country:eng/mtd:e08000025/mtw:e05011169,country:gb/country:eng/mtd:e08000025,Q7568981
Sparkbrook & Balsall Heath East Ward,E05011170,country:gb/country:eng/mtd:e08000025/mtw:e05011170,country:gb/country:eng/mtd:e08000025,Q56662746
Sparkhill Ward,E05011171,country:gb/country:eng/mtd:e08000025/mtw:e05011171,country:gb/country:eng/mtd:e08000025,Q56662748
Stirchley Ward,E05011172,country:gb/country:eng/mtd:e08000025/mtw:e05011172,country:gb/country:eng/mtd:e08000025,Q56662750
Stockland Green Ward,E05011173,country:gb/country:eng/mtd:e08000025/mtw:e05011173,country:gb/country:eng/mtd:e08000025,Q56662752
Sutton Four Oaks Ward,E05011174,country:gb/country:eng/mtd:e08000025/mtw:e05011174,country:gb/country:eng/mtd:e08000025,Q7650264
Sutton Mere Green Ward,E05011175,country:gb/country:eng/mtd:e08000025/mtw:e05011175,country:gb/country:eng/mtd:e08000025,Q56662754
Sutton Reddicap Ward,E05011176,country:gb/country:eng/mtd:e08000025/mtw:e05011176,country:gb/country:eng/mtd:e08000025,Q56662756
Sutton Roughley Ward,E05011177,country:gb/country:eng/mtd:e08000025/mtw:e05011177,country:gb/country:eng/mtd:e08000025,Q56662762
Sutton Trinity Ward,E05011178,country:gb/country:eng/mtd:e08000025/mtw:e05011178,country:gb/country:eng/mtd:e08000025,Q7650328
Sutton Vesey Ward,E05011179,country:gb/country:eng/mtd:e08000025/mtw:e05011179,country:gb/country:eng/mtd:e08000025,Q7650338
Sutton Walmley & Minworth Ward,E05011180,country:gb/country:eng/mtd:e08000025/mtw:e05011180,country:gb/country:eng/mtd:e08000025,Q56662768
Sutton Wylde Green Ward,E05011181,country:gb/country:eng/mtd:e08000025/mtw:e05011181,country:gb/country:eng/mtd:e08000025,Q56662770
Tyseley & Hay Mills Ward,E05011182,country:gb/country:eng/mtd:e08000025/mtw:e05011182,country:gb/country:eng/mtd:e08000025,Q56662772
Ward End Ward,E05011183,country:gb/country:eng/mtd:e08000025/mtw:e05011183,country:gb/country:eng/mtd:e08000025,Q56662774
Weoley & Selly Oak Ward,E05011184,country:gb/country:eng/mtd:e08000025/mtw:e05011184,country:gb/country:eng/mtd:e08000025,Q56662776
Yardley East Ward,E05011185,country:gb/country:eng/mtd:e08000025/mtw:e05011185,country:gb/country:eng/mtd:e08000025,Q56662778
Yardley West & Stechford Ward Ward,E05011186,country:gb/country:eng/mtd:e08000025/mtw:e05011186,country:gb/country:eng/mtd:e08000025,Q56662780
Bablake Ward,E05001218,country:gb/country:eng/mtd:e08000026/mtw:e05001218,country:gb/country:eng/mtd:e08000026,Q56651466
Binley and Willenhall Ward,E05001219,country:gb/country:eng/mtd:e08000026/mtw:e05001219,country:gb/country:eng/mtd:e08000026,Q56651467
Cheylesmore Ward,E05001220,country:gb/country:eng/mtd:e08000026/mtw:e05001220,country:gb/country:eng/mtd:e08000026,Q56651468
Earlsdon Ward,E05001221,country:gb/country:eng/mtd:e08000026/mtw:e05001221,country:gb/country:eng/mtd:e08000026,Q56651469
Foleshill Ward,E05001222,country:gb/country:eng/mtd:e08000026/mtw:e05001222,country:gb/country:eng/mtd:e08000026,Q56651470
Henley Ward,E05001223,country:gb/country:eng/mtd:e08000026/mtw:e05001223,country:gb/country:eng/mtd:e08000026,Q56651471
Holbrook Ward,E05001224,country:gb/country:eng/mtd:e08000026/mtw:e05001224,country:gb/country:eng/mtd:e08000026,Q56651472
Longford Ward,E05001225,country:gb/country:eng/mtd:e08000026/mtw:e05001225,country:gb/country:eng/mtd:e08000026,Q56651473
Lower Stoke Ward,E05001226,country:gb/country:eng/mtd:e08000026/mtw:e05001226,country:gb/country:eng/mtd:e08000026,Q56651474
Radford Ward,E05001227,country:gb/country:eng/mtd:e08000026/mtw:e05001227,country:gb/country:eng/mtd:e08000026,Q56651475
St. Michael's Ward,E05001228,country:gb/country:eng/mtd:e08000026/mtw:e05001228,country:gb/country:eng/mtd:e08000026,Q56651477
Sherbourne Ward,E05001229,country:gb/country:eng/mtd:e08000026/mtw:e05001229,country:gb/country:eng/mtd:e08000026,Q56651476
Upper Stoke Ward,E05001230,country:gb/country:eng/mtd:e08000026/mtw:e05001230,country:gb/country:eng/mtd:e08000026,Q56651478
Wainbody Ward,E05001231,country:gb/country:eng/mtd:e08000026/mtw:e05001231,country:gb/country:eng/mtd:e08000026,Q56651479
Westwood Ward,E05001232,country:gb/country:eng/mtd:e08000026/mtw:e05001232,country:gb/country:eng/mtd:e08000026,Q56651480
Whoberley Ward,E05001233,country:gb/country:eng/mtd:e08000026/mtw:e05001233,country:gb/country:eng/mtd:e08000026,Q56651481
Woodlands Ward,E05001234,country:gb/country:eng/mtd:e08000026/mtw:e05001234,country:gb/country:eng/mtd:e08000026,Q56651482
Wyken Ward,E05001235,country:gb/country:eng/mtd:e08000026/mtw:e05001235,country:gb/country:eng/mtd:e08000026,Q56651483
Bilston East Ward,E05001321,country:gb/country:eng/mtd:e08000031/mtw:e05001321,country:gb/country:eng/mtd:e08000031,Q4913612
Bilston North Ward,E05001322,country:gb/country:eng/mtd:e08000031/mtw:e05001322,country:gb/country:eng/mtd:e08000031,Q4913613
Blakenhall Ward,E05001323,country:gb/country:eng/mtd:e08000031/mtw:e05001323,country:gb/country:eng/mtd:e08000031,Q3640842
Bushbury North Ward,E05001324,country:gb/country:eng/mtd:e08000031/mtw:e05001324,country:gb/country:eng/mtd:e08000031,Q5001463
Bushbury South and Low Hill Ward,E05001325,country:gb/country:eng/mtd:e08000031/mtw:e05001325,country:gb/country:eng/mtd:e08000031,Q5001465
East Park Ward,E05001326,country:gb/country:eng/mtd:e08000031/mtw:e05001326,country:gb/country:eng/mtd:e08000031,Q5329110
Ettingshall Ward,E05001327,country:gb/country:eng/mtd:e08000031/mtw:e05001327,country:gb/country:eng/mtd:e08000031,Q56651511
Fallings Park Ward,E05001328,country:gb/country:eng/mtd:e08000031/mtw:e05001328,country:gb/country:eng/mtd:e08000031,Q56651512
Graiseley Ward,E05001329,country:gb/country:eng/mtd:e08000031/mtw:e05001329,country:gb/country:eng/mtd:e08000031,Q56651513
Heath Town Ward,E05001330,country:gb/country:eng/mtd:e08000031/mtw:e05001330,country:gb/country:eng/mtd:e08000031,Q56651514
Merry Hill Ward,E05001331,country:gb/country:eng/mtd:e08000031/mtw:e05001331,country:gb/country:eng/mtd:e08000031,Q56651515
Oxley Ward,E05001332,country:gb/country:eng/mtd:e08000031/mtw:e05001332,country:gb/country:eng/mtd:e08000031,Q56651516
Park Ward,E05001333,country:gb/country:eng/mtd:e08000031/mtw:e05001333,country:gb/country:eng/mtd:e08000031,Q7137600
Penn Ward,E05001334,country:gb/country:eng/mtd:e08000031/mtw:e05001334,country:gb/country:eng/mtd:e08000031,Q56651517
St. Peter's Ward,E05001335,country:gb/country:eng/mtd:e08000031/mtw:e05001335,country:gb/country:eng/mtd:e08000031,Q7595202
Spring Vale Ward,E05001336,country:gb/country:eng/mtd:e08000031/mtw:e05001336,country:gb/country:eng/mtd:e08000031,Q7580700
Tettenhall Regis Ward,E05001337,country:gb/country:eng/mtd:e08000031/mtw:e05001337,country:gb/country:eng/mtd:e08000031,Q7706975
Tettenhall Wightwick Ward,E05001338,country:gb/country:eng/mtd:e08000031/mtw:e05001338,country:gb/country:eng/mtd:e08000031,Q7706976
Wednesfield North Ward,E05001339,country:gb/country:eng/mtd:e08000031/mtw:e05001339,country:gb/country:eng/mtd:e08000031,Q7979251
Wednesfield South Ward,E05001340,country:gb/country:eng/mtd:e08000031/mtw:e05001340,country:gb/country:eng/mtd:e08000031,Q7979252
Baildon Ward,E05001341,country:gb/country:eng/mtd:e08000032/mtw:e05001341,country:gb/country:eng/mtd:e08000032,Q56660716
Bingley Ward,E05001342,country:gb/country:eng/mtd:e08000032/mtw:e05001342,country:gb/country:eng/mtd:e08000032,Q4914269
Bingley Rural Ward,E05001343,country:gb/country:eng/mtd:e08000032/mtw:e05001343,country:gb/country:eng/mtd:e08000032,Q4914277
Bolton and Undercliffe Ward,E05001344,country:gb/country:eng/mtd:e08000032/mtw:e05001344,country:gb/country:eng/mtd:e08000032,Q4940245
Bowling and Barkerend Ward,E05001345,country:gb/country:eng/mtd:e08000032/mtw:e05001345,country:gb/country:eng/mtd:e08000032,Q4951200
Bradford Moor Ward,E05001346,country:gb/country:eng/mtd:e08000032/mtw:e05001346,country:gb/country:eng/mtd:e08000032,Q4954721
City Ward,E05001347,country:gb/country:eng/mtd:e08000032/mtw:e05001347,country:gb/country:eng/mtd:e08000032,Q5123013
Clayton and Fairweather Green Ward,E05001348,country:gb/country:eng/mtd:e08000032/mtw:e05001348,country:gb/country:eng/mtd:e08000032,Q56660717
Craven Ward,E05001349,country:gb/country:eng/mtd:e08000032/mtw:e05001349,country:gb/country:eng/mtd:e08000032,Q5182717
Eccleshill Ward,E05001350,country:gb/country:eng/mtd:e08000032/mtw:e05001350,country:gb/country:eng/mtd:e08000032,Q56660718
Great Horton Ward,E05001351,country:gb/country:eng/mtd:e08000032/mtw:e05001351,country:gb/country:eng/mtd:e08000032,Q5599330
Heaton Ward,E05001352,country:gb/country:eng/mtd:e08000032/mtw:e05001352,country:gb/country:eng/mtd:e08000032,Q56660719
Idle and Thackley Ward,E05001353,country:gb/country:eng/mtd:e08000032/mtw:e05001353,country:gb/country:eng/mtd:e08000032,Q15227916
Ilkley Ward,E05001354,country:gb/country:eng/mtd:e08000032/mtw:e05001354,country:gb/country:eng/mtd:e08000032,Q56660720
Keighley Central Ward,E05001355,country:gb/country:eng/mtd:e08000032/mtw:e05001355,country:gb/country:eng/mtd:e08000032,Q6383584
Keighley East Ward,E05001356,country:gb/country:eng/mtd:e08000032/mtw:e05001356,country:gb/country:eng/mtd:e08000032,Q6383585
Keighley West Ward,E05001357,country:gb/country:eng/mtd:e08000032/mtw:e05001357,country:gb/country:eng/mtd:e08000032,Q6383592
Little Horton Ward,E05001358,country:gb/country:eng/mtd:e08000032/mtw:e05001358,country:gb/country:eng/mtd:e08000032,Q6650352
Manningham Ward,E05001359,country:gb/country:eng/mtd:e08000032/mtw:e05001359,country:gb/country:eng/mtd:e08000032,Q56660721
Queensbury Ward,E05001360,country:gb/country:eng/mtd:e08000032/mtw:e05001360,country:gb/country:eng/mtd:e08000032,Q56660722
Royds Ward,E05001361,country:gb/country:eng/mtd:e08000032/mtw:e05001361,country:gb/country:eng/mtd:e08000032,Q15273555
Shipley Ward,E05001362,country:gb/country:eng/mtd:e08000032/mtw:e05001362,country:gb/country:eng/mtd:e08000032,Q56660723
Thornton and Allerton Ward,E05001363,country:gb/country:eng/mtd:e08000032/mtw:e05001363,country:gb/country:eng/mtd:e08000032,Q7796572
Toller Ward,E05001364,country:gb/country:eng/mtd:e08000032/mtw:e05001364,country:gb/country:eng/mtd:e08000032,Q7814379
Tong Ward,E05001365,country:gb/country:eng/mtd:e08000032/mtw:e05001365,country:gb/country:eng/mtd:e08000032,Q748652
Wharfedale Ward,E05001366,country:gb/country:eng/mtd:e08000032/mtw:e05001366,country:gb/country:eng/mtd:e08000032,Q7990673
Wibsey Ward,E05001367,country:gb/country:eng/mtd:e08000032/mtw:e05001367,country:gb/country:eng/mtd:e08000032,Q56660724
Windhill and Wrose Ward,E05001368,country:gb/country:eng/mtd:e08000032/mtw:e05001368,country:gb/country:eng/mtd:e08000032,Q8024210
Worth Valley Ward,E05001369,country:gb/country:eng/mtd:e08000032/mtw:e05001369,country:gb/country:eng/mtd:e08000032,Q8037181
Wyke Ward,E05001370,country:gb/country:eng/mtd:e08000032/mtw:e05001370,country:gb/country:eng/mtd:e08000032,Q56660725
Adel & Wharfedale Ward,E05011382,country:gb/country:eng/mtd:e08000035/mtw:e05011382,country:gb/country:eng/mtd:e08000035,Q55466756
Alwoodley Ward,E05011383,country:gb/country:eng/mtd:e08000035/mtw:e05011383,country:gb/country:eng/mtd:e08000035,Q56651541
Ardsley & Robin Hood Ward,E05011384,country:gb/country:eng/mtd:e08000035/mtw:e05011384,country:gb/country:eng/mtd:e08000035,Q55466797
Armley Ward,E05011385,country:gb/country:eng/mtd:e08000035/mtw:e05011385,country:gb/country:eng/mtd:e08000035,Q55466825
Beeston & Holbeck Ward,E05011386,country:gb/country:eng/mtd:e08000035/mtw:e05011386,country:gb/country:eng/mtd:e08000035,Q55466755
Bramley & Stanningley Ward,E05011387,country:gb/country:eng/mtd:e08000035/mtw:e05011387,country:gb/country:eng/mtd:e08000035,Q55466807
Burmantofts & Richmond Hill Ward,E05011388,country:gb/country:eng/mtd:e08000035/mtw:e05011388,country:gb/country:eng/mtd:e08000035,Q55466805
Calverley & Farsley Ward,E05011389,country:gb/country:eng/mtd:e08000035/mtw:e05011389,country:gb/country:eng/mtd:e08000035,Q55466776
Chapel Allerton Ward,E05011390,country:gb/country:eng/mtd:e08000035/mtw:e05011390,country:gb/country:eng/mtd:e08000035,Q55466785
Cross Gates & Whinmoor Ward,E05011391,country:gb/country:eng/mtd:e08000035/mtw:e05011391,country:gb/country:eng/mtd:e08000035,Q55466803
Farnley & Wortley Ward,E05011392,country:gb/country:eng/mtd:e08000035/mtw:e05011392,country:gb/country:eng/mtd:e08000035,Q55466762
Garforth & Swillington Ward,E05011393,country:gb/country:eng/mtd:e08000035/mtw:e05011393,country:gb/country:eng/mtd:e08000035,Q55466783
Gipton & Harehills Ward,E05011394,country:gb/country:eng/mtd:e08000035/mtw:e05011394,country:gb/country:eng/mtd:e08000035,Q55466757
Guiseley & Rawdon Ward,E05011395,country:gb/country:eng/mtd:e08000035/mtw:e05011395,country:gb/country:eng/mtd:e08000035,Q55466823
Harewood Ward,E05011396,country:gb/country:eng/mtd:e08000035/mtw:e05011396,country:gb/country:eng/mtd:e08000035,Q55466789
Headingley & Hyde Park Ward,E05011397,country:gb/country:eng/mtd:e08000035/mtw:e05011397,country:gb/country:eng/mtd:e08000035,Q55466799
Horsforth Ward,E05011398,country:gb/country:eng/mtd:e08000035/mtw:e05011398,country:gb/country:eng/mtd:e08000035,Q55466779
Hunslet & Riverside Ward,E05011399,country:gb/country:eng/mtd:e08000035/mtw:e05011399,country:gb/country:eng/mtd:e08000035,Q55466821
Killingbeck & Seacroft Ward,E05011400,country:gb/country:eng/mtd:e08000035/mtw:e05011400,country:gb/country:eng/mtd:e08000035,Q55466786
Kippax & Methley Ward,E05011401,country:gb/country:eng/mtd:e08000035/mtw:e05011401,country:gb/country:eng/mtd:e08000035,Q55466808
Kirkstall Ward,E05011402,country:gb/country:eng/mtd:e08000035/mtw:e05011402,country:gb/country:eng/mtd:e08000035,Q55466761
Little London & Woodhouse Ward,E05011403,country:gb/country:eng/mtd:e08000035/mtw:e05011403,country:gb/country:eng/mtd:e08000035,Q55466753
Middleton Park Ward,E05011404,country:gb/country:eng/mtd:e08000035/mtw:e05011404,country:gb/country:eng/mtd:e08000035,Q6842031
Moortown Ward,E05011405,country:gb/country:eng/mtd:e08000035/mtw:e05011405,country:gb/country:eng/mtd:e08000035,Q55466778
Morley North Ward,E05011406,country:gb/country:eng/mtd:e08000035/mtw:e05011406,country:gb/country:eng/mtd:e08000035,Q55466800
Morley South Ward,E05011407,country:gb/country:eng/mtd:e08000035/mtw:e05011407,country:gb/country:eng/mtd:e08000035,Q55466782
Otley & Yeadon Ward,E05011408,country:gb/country:eng/mtd:e08000035/mtw:e05011408,country:gb/country:eng/mtd:e08000035,Q55466766
